5.539999999999999858e+01,0.000000000000000000e+00,4.900000000000000355e+00,4.500000000000000000e+00,7.799999999999999822e+00,1.090000000000000036e+01,1.500000000000000000e+00,8.699999999999999289e+00,9.000000000000000222e-01,5.400000000000000355e+00
5.000000000000000000e-01,1.830000000000000071e+01,2.000000000000000000e+00,2.200000000000000178e+00,8.000000000000000000e+00,1.100000000000000089e+00,0.000000000000000000e+00,2.899999999999999911e+00,2.999999999999999889e-01,7.599999999999999645e+00
1.699999999999999956e+00,0.000000000000000000e+00,7.790000000000000568e+01,5.500000000000000000e+00,2.000000000000000000e+00,1.899999999999999911e+00,1.000000000000000056e-01,8.000000000000000444e-01,1.699999999999999956e+00,8.400000000000000355e+00
2.299999999999999822e+00,0.000000000000000000e+00,8.000000000000000000e+00,7.809999999999999432e+01,2.000000000000000000e+00,2.700000000000000178e+00,5.999999999999999778e-01,9.000000000000000222e-01,1.899999999999999911e+00,3.500000000000000000e+00
2.799999999999999822e+00,1.000000000000000056e-01,2.899999999999999911e+00,6.799999999999999822e+00,6.600000000000000000e+01,3.000000000000000000e+00,9.000000000000000222e-01,1.209999999999999964e+01,5.999999999999999778e-01,4.799999999999999822e+00
1.209999999999999964e+01,1.000000000000000056e-01,1.199999999999999956e+00,5.999999999999999778e-01,2.200000000000000178e+00,6.850000000000000000e+01,1.000000000000000056e-01,1.340000000000000036e+01,2.000000000000000111e-01,1.600000000000000089e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000089e+00,2.999999999999999889e-01,5.000000000000000000e-01,3.339999999999999858e+01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000071e+01,0.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000056e-01,9.000000000000000000e+00,5.099999999999999645e+00,2.999999999999999889e-01,7.190000000000000568e+01,1.000000000000000056e-01,1.000000000000000056e-01
4.700000000000000178e+00,0.000000000000000000e+00,1.109999999999999964e+01,2.299999999999999822e+00,2.899999999999999911e+00,3.600000000000000089e+00,0.000000000000000000e+00,9.000000000000000222e-01,6.000000000000000000e+01,7.400000000000000355e+00
1.600000000000000089e+00,1.000000000000000056e-01,1.369999999999999929e+01,2.200000000000000178e+00,2.899999999999999911e+00,1.100000000000000089e+00,1.000000000000000056e-01,1.899999999999999911e+00,2.399999999999999911e+00,7.400000000000000000e+01
